name,prefectures,count
QeJWGbxiIf,KERAN,3
vifDnMSCuh,KERAN,3
PWbKsnVcyQ,KOZAH,6
uILoiTaVlc,KOZAH,4
KndCfBRhIJ,KOZAH,5
pjNKPqeNXC,BASSAR,25
YGYcLsXFRt,WAWA,3
sRLqqorjkH,AMOU,8
iOqJrYhaSI,CINKASSE,2
UuwKOhOOEp,CINKASSE,1
QGuIwVoSdD,TCHAOUDJO,6
riFCrfggWQ,TCHAOUDJO,3
bONpclnWek,TCHAOUDJO,4
eFTtZrCHXc,BASSAR,22
KcOffvromc,ZIO,2
qabBOscpgy,AVE,3
SrXVvCoUNT,AVE,3
JshuzUxeoH,AVE,4
FmVLCXwbdO,AVE,2
MpwIsPXoSC,AVE,1
fEkXlLpsEx,BASSAR,22
WVHwlmNkLa,Unknown,32
JFGTpSDaMr,Unknown,21
RommLgqVgK,Unknown,27
osejBtJLAB,Unknown,22
iLroMLiXNJ,Unknown,19
JYTaDlyhoJ,BLITTA,5
AMhiFaRiXH,BLITTA,3
iVZgDwcEYU,DOUFELGOU,2
lNHUBOgUUq,DOUFELGOU,1
DJHvUTkzOX,DOUFELGOU,3
jHONfpPRYZ,DOUFELGOU,3
VLdIOQJoMg,DOUFELGOU,4
kkhBvxKiOp,KERAN,3
YtvkGlMWwe,WAWA,2
IDWhVKjnxW,DOUFELGOU,1
thYTDgQYkj,DOUFELGOU,2
HkWguDIfpS,DOUFELGOU,2
kcPWkViWeQ,DANKPEN,15
hxEJezKbVe,MOYEN-MONO,1
QoSPkdeOcN,MOYEN-MONO,1
svuCPzHHDw,TCHAOUDJO,2
OWDaxBbECr,AGOU,2
QGbYfjEEUN,EST-MONO,6
hxEJezKbVe,EST-MONO,8
KwueEyygvj,EST-MONO,4
usdHetXxKX,EST-MONO,4
rRmRPRzpPA,OGOU,6
WkzIMOgJkS,OGOU,11
qCPWbXygQa,KOZAH,3
xplsWnyETU,Unknown,24
CRClDwftom,CINKASSE,2
ZZfNnZytXW,LACS,3
IDWhVKjnxW,EST-MONO,6
sHLZFdgmpU,EST-MONO,7
svuCPzHHDw,KPELE,3
PcgWjDADaz,EST-MONO,5
bNZOUWCToK,EST-MONO,3
MQHEOdAbZm,Unknown,23
aVMRYpWAbV,KPENDJAL,4
YRmmDyznJu,OGOU,12
vAwnWzAdpz,AGOU,2
utnMALLASm,AMOU,8
BYchYSyqVC,LACS,3
MpwIsPXoSC,TONE,5
RTkddnKvSG,TONE,3
GtPzYvLGKa,TONE,2
YagnyvHJUh,TONE,3
SykhnUuOiy,TONE,3
lKzXyxgDhE,DANKPEN,10
zXxJyZETOR,AGOU,1
DUdjnoVbNZ,KPENDJAL-OUEST,1
UWgavSMUps,KPENDJAL-OUEST,4
PbRfzosOyI,KPENDJAL-OUEST,1
kncczthuUU,ZIO,2
tQEElXPRrD,OTI-SUD,6
QJrdwAARWP,KPENDJAL-OUEST,1
sAxjHTzZxX,CINKASSE,2
wVqnidxTXT,CINKASSE,1
WLLHViBXaK,KOZAH,2
NaficwxEvQ,KOZAH,3
dsBHAdXrrk,PLAINE DU MO,1
neJCYZVDLo,KOZAH,2
MeTEPQRzdm,KPENDJAL-OUEST,1
vWVSNYxdLR,BINAH,2
FGybsTmlCa,BINAH,1
ktUwmfepNJ,BINAH,1
friQLpxJvN,BINAH,2
iGnSsLVhQa,AGOE-NYIVE,2
xAdcnOwhDr,VO,1
lMZGCsCnsS,BINAH,1
JshuzUxeoH,BINAH,1
DZrnxkCrGa,BINAH,1
TTukgLnomN,AVE,1
xyMDNoyanA,AVE,1
NkMsjHibBf,TCHAMBA,7
StyaQWIxhf,PLAINE DU MO,1
QAINcQAElG,PLAINE DU MO,1
MwwaFwHBKL,PLAINE DU MO,1
djdQkxVwqo,OTI-SUD,9
hkKbrByhKB,OTI-SUD,11
UDucbUSZmf,OTI-SUD,10
WkzIMOgJkS,OTI-SUD,5
vwAsfYMwAB,AKEBOU,6
izSmTsWlnn,AKEBOU,5
EYhApuDvLA,AKEBOU,8
vifDnMSCuh,AKEBOU,5
eEZhgiwXcE,AKEBOU,7
hxEJezKbVe,SOTOUBOUA,15
uXsQsnpPzM,OGOU,8
DUdjnoVbNZ,OGOU,13
vtGDCFMTlc,OGOU,7
czTZNuGAUb,OGOU,13
RHwQjmZACX,OTI,8
VuJqFsGITK,OTI,10
dkhpNFwiHi,OTI,10
HpuVGDEgpb,KPENDJAL,3
UeuReFqmqD,KPENDJAL,7
gnGIUNfJqV,KPENDJAL,6
JqcGbIMhFn,KPELE,4
asTXooIIOV,KPELE,6
EfjymfRMbO,KPELE,8
vhiduYHhpg,KPELE,9
TLyOlzgZFy,TCHAOUDJO,5
orztMoDwjO,TCHAOUDJO,4
JYTaDlyhoJ,TCHAOUDJO,7
IZEaLxYaBi,TCHAOUDJO,8
tonLBGQuSV,ASSOLI,1
IcVOSRVSEB,WAWA,5
SMuqSKCnZA,WAWA,1
fxVlUDSPMc,ANIE,4
AjbaFCtcbJ,ANIE,6
hIVnCXHYRu,AGOE-NYIVE,2
hqhkPOYdoU,AGOE-NYIVE,1
tEjmXNzgIf,AGOU,3
SPCbSYGqCR,AGOU,4
UMmZwrOlGa,AGOU,4
cgibJqKipZ,OTI,11
FOnSzgkGYP,OTI,5
wmJuEMcdRd,OTI,11
JyGYBsSFuk,OTI,7
UsFoBbrsvZ,DANKPEN,12
UAHdDuyIeM,DANKPEN,13
dsBHAdXrrk,VO,6
dYwshzRseD,SOTOUBOUA,15
gnGIUNfJqV,SOTOUBOUA,14
QMQuGLWNMF,TCHAMBA,15
pVQcoosDdg,AKEBOU,5
VRuawWxKPq,AKEBOU,9
dyrrCwCdEP,AKEBOU,8
cSHNJFyQnS,SOTOUBOUA,12
uqeBjOfSVz,VO,4
wATbXpdAyK,ANIE,6
XOSvLGIFrh,MOYEN-MONO,1
klfhtuUdnG,MOYEN-MONO,3
vybkprKTvN,MOYEN-MONO,1
xnTULXdbpd,LACS,7
GfQgzNkQHE,LACS,6
YRmmDyznJu,LACS,4
ppdbEHpImH,BASSAR,25
tCEjDGYMpP,BASSAR,17
MtCtlnflji,BASSAR,18
kncczthuUU,HAHO,2
UuwKOhOOEp,HAHO,1
XFhWegeEzL,BLITTA,10
RHwQjmZACX,KERAN,2
WkYMqONJIk,KERAN,3
XUpEywbCRm,DANKPEN,10
pbAcugnzhb,OTI-SUD,7
AsvtszbEnV,OTI-SUD,6
PcqSMaYSbu,KERAN,6
ZOLjLzXgtQ,KERAN,7
lynuPtHkoS,DANKPEN,9
JGPCbfDGes,DANKPEN,14
HAuViSJSst,KOZAH,5
YhCoydLtxG,KOZAH,4
mVSMfLixNY,KOZAH,6
IuktMfbJnc,BASSAR,22
TKiwZaGFEW,AMOU,5
YhCoydLtxG,CINKASSE,4
vfIkaweSRw,TCHAOUDJO,7
MRjyzbOAfJ,AVE,3
QJrdwAARWP,KERAN,6
blEUAqlsRX,KERAN,4
sSFBDlDpaF,KERAN,3
LySPboXRJq,VO,1
lNHUBOgUUq,Unknown,34
RVKwUZsMZp,DOUFELGOU,2
VaPxXuuWtZ,DOUFELGOU,2
UMmZwrOlGa,DOUFELGOU,2
lOviNTgYuS,OTI-SUD,5
TWqJpGQpuk,WAWA,3
IDWhVKjnxW,AKEBOU,5
yURSuqrHbG,DOUFELGOU,2
jxjpEIXJNY,MOYEN-MONO,2
gvsutalzBt,TCHAOUDJO,3
wiBGamfrmV,HAHO,3
TAkRZSoiff,HAHO,2
hkKbrByhKB,AGOU,1
KNrBOmsszC,AGOU,3
qCPWbXygQa,AGOU,2
jTJlZyVkFP,EST-MONO,6
RVogboTWCz,EST-MONO,6
hQKKOGXvLu,EST-MONO,8
zYdOAwtytX,EST-MONO,4
xyMDNoyanA,EST-MONO,8
WLQOzjWYfb,OGOU,9
oWIRERNFAd,OGOU,10
zgHOvuGdmZ,OGOU,11
vybkprKTvN,OTI,6
wzNphlhEzM,KPENDJAL,3
GhyjjFXhGx,KPENDJAL,2
SYqEzGJYTQ,KOZAH,6
sbMMRXHWlA,KOZAH,2
vvwEzIfGpP,Unknown,20
dBwyGrqwqo,Unknown,32
HAuViSJSst,Unknown,24
wOAlyANdZh,CINKASSE,5
wInDWSpydA,OGOU,8
LuwPfazSuK,EST-MONO,6
cnvqhtEuSm,EST-MONO,5
TzgNxHLklN,EST-MONO,5
ktUwmfepNJ,EST-MONO,4
AaawEhhIRa,Unknown,23
WgMwBmzvJI,Unknown,22
hjUBijNMcB,Unknown,27
bgdKSBRhzs,OGOU,8
HAfyJgJWGA,OGOU,11
PWbKsnVcyQ,AMOU,5
YosNCLWrFL,AMOU,3
FmeGrkvLDt,WAWA,1
invvrEGQVb,TONE,3
fddDfReEWS,TONE,4
YBBauxrJRx,TONE,4
IcBmDOrMRa,TONE,2
dgNSPaSfTE,ZIO,4
FOnSzgkGYP,ZIO,1
VLTcsprApa,ZIO,4
DUdjnoVbNZ,ZIO,1
cbtvbzbRWh,AVE,1
dWgAxvDvhT,EST-MONO,5
YtJwPvzKLZ,KPENDJAL-OUEST,3
YBBauxrJRx,KPENDJAL-OUEST,3
mWmJFGtObp,CINKASSE,4
PYhRrrqufn,AMOU,2
iymcIyjaKw,OTI-SUD,2
feaEGENFKe,BLITTA,4
gCXaKCzHgQ,PLAINE DU MO,2
blEUAqlsRX,PLAINE DU MO,1
UBjPeHTMSJ,PLAINE DU MO,1
laUkcybqhJ,PLAINE DU MO,1
iOqJrYhaSI,BINAH,2
FOnSzgkGYP,BINAH,1
WLQOzjWYfb,BINAH,1
JyGYBsSFuk,BINAH,2
IQlbyHMuJm,AGOE-NYIVE,1
PGROltGVku,AGOE-NYIVE,1
WVHwlmNkLa,KPENDJAL,3
dVEHKVyueo,HAHO,3
qIBIaIrwAT,AVE,3
uqeBjOfSVz,KOZAH,1
IwcANTpStb,TCHAMBA,9
QvkeuBfZDR,TCHAMBA,14
nyeSlFHLXJ,OTI-SUD,3
hxEJezKbVe,AKEBOU,6
kPLmQfcQpz,AKEBOU,6
WVGemlXQsX,AKEBOU,6
AEKnAnngAv,AKEBOU,3
xplsWnyETU,SOTOUBOUA,12
orztMoDwjO,SOTOUBOUA,12
LIjXuoqhUZ,SOTOUBOUA,12
iWxtzZgTKO,SOTOUBOUA,15
Ynvvkgthxn,SOTOUBOUA,6
NyxIlyEvus,OGOU,12
tbmSJSWtXZ,OGOU,6
isjaYQNfQZ,OTI,10
SykhnUuOiy,OTI,7
lOviNTgYuS,KPENDJAL,5
YTzSyOzNPv,KPELE,7
TzgNxHLklN,KPELE,7
XCFXXkOFDC,KPELE,12
qlmeAxeFWJ,KPELE,7
zgHOvuGdmZ,KPELE,8
hAiLgrTSEW,KPELE,4
NWzJeACtDf,OTI,7
hNKyGUZvKP,OTI,9
GAVHmzoRVT,OTI,11
CXcwyCjINx,TCHAOUDJO,4
mrjYHuDBpx,TCHAOUDJO,7
IcVOSRVSEB,TCHAOUDJO,3
HNUqgHMcFA,ASSOLI,1
ptudOnjdRU,WAWA,3
dVEHKVyueo,WAWA,2
YdgolrVLkw,WAWA,2
oWFozltJyI,ANIE,9
lLzPcXlvZa,KPELE,6
XNkolWMEey,KPELE,9
MmIxVLmHhY,KPELE,2
bkanszCcLO,AGOE-NYIVE,3
qfTcXuzMwC,DANKPEN,16
aKzuRMIgvK,DANKPEN,21
NFKHIoqbNt,DANKPEN,15
DYponYOtdu,DANKPEN,11
KXDRiGiFSw,DANKPEN,15
LpJzZrzCrS,DANKPEN,14
kNflXMaRCt,VO,6
UDucbUSZmf,VO,8
BgBqtHgCwv,VO,7
IqWgKhGyju,VO,7
NfhDWwJCLO,SOTOUBOUA,16
rQQsMfPgER,SOTOUBOUA,13
crafafvctc,SOTOUBOUA,8
EfhlWiPAUL,SOTOUBOUA,11
SxikXNnsrf,BASSAR,20
sazpsvTcHe,VO,3
yMlzPfwvRF,VO,4
YhCoydLtxG,VO,4
ZdcogOJXCj,MOYEN-MONO,1
lrfyjRJVDe,LACS,3
UzIHDpTKIh,LACS,4
MeTEPQRzdm,LACS,2
eeisrwgClH,BASSAR,33
oglAFNPvjT,HAHO,3
PeusZvtMjk,HAHO,5
VBmYQKZpes,HAHO,4
NHDTQUpmZl,ANIE,4
cmYrrTfytC,BLITTA,12
gMGXGXdSes,BLITTA,10
lMZGCsCnsS,KERAN,4
CCjaSRuFZy,KERAN,6
eVTooFqebg,DANKPEN,12
QtXbAFQsZb,DANKPEN,11
QiNMmMRHhs,OTI-SUD,10
GKVUSaRkrA,DANKPEN,15
JshuzUxeoH,KOZAH,3
XUrMCSAQcl,BASSAR,18
OtFfOxcGMu,AMOU,6
YRQKqwqabJ,CINKASSE,2
UDucbUSZmf,CINKASSE,3
KIlSZGQiOh,CINKASSE,1
RHwQjmZACX,TCHAOUDJO,3
crafafvctc,TCHAOUDJO,4
BWACTSbnDT,BASSAR,24
UsFoBbrsvZ,KPELE,8
SIoXRhfTSW,ZIO,2
YosNCLWrFL,ZIO,1
neJCYZVDLo,ZIO,1
PbRfzosOyI,ZIO,4
MUIjVCDoEa,AVE,2
avrINItACP,BASSAR,16
FuBhJGmXwd,Unknown,22
ZEyRMTfnfu,Unknown,20
riFCrfggWQ,Unknown,21
fVqkkxNHhG,BLITTA,4
IcBmDOrMRa,BLITTA,8
YmKryGrJKf,DOUFELGOU,2
LVjvnofexE,DOUFELGOU,2
WgMwBmzvJI,DOUFELGOU,4
cyedGKnkBl,DOUFELGOU,2
ZldclfuucE,DOUFELGOU,1
NJcBmmHgZl,DOUFELGOU,2
pRrFfpCclm,KERAN,5
qyrGItXtmT,OTI-SUD,3
ZdcogOJXCj,OTI-SUD,4
GqfQcmUGER,WAWA,2
duBcEisEsj,WAWA,1
zIpKVeqexV,DOUFELGOU,2
PJacssMYLF,DOUFELGOU,1
YJYkzOBbqo,DANKPEN,7
friQLpxJvN,BASSAR,28
bZvWYAmjGh,TCHAOUDJO,6
AlmSecyCrd,HAHO,2
JYTaDlyhoJ,AGOU,4
xceGzedNsY,EST-MONO,7
lLzPcXlvZa,BLITTA,9
iCaZZNPjzs,OGOU,7
HbZFZzkRjc,KERAN,4
mWmJFGtObp,AMOU,2
XQqgsBPivb,KPENDJAL,6
UBjPeHTMSJ,KOZAH,6
EYhApuDvLA,KOZAH,3
rvbTpoDiTG,Unknown,24
WRFtJAqJHm,CINKASSE,1
ZVMnbpzHXK,CINKASSE,2
AASxnSdfla,OGOU,5
sGfhgdtkVR,OGOU,12
pvMOTvkwXO,OGOU,3
UhEPUfBRmg,OGOU,6
BPZdpnMrQX,OTI,3
EYCADfAwdo,VO,2
QoSPkdeOcN,LACS,4
laUkcybqhJ,LACS,4
UuwKOhOOEp,LACS,6
ewHOMNOyIp,EST-MONO,8
BgBqtHgCwv,EST-MONO,6
KNrBOmsszC,KPELE,6
YtvkGlMWwe,AMOU,6
dIrNKTmhjQ,AMOU,6
sBFhayyZHa,EST-MONO,4
lwjEmkzQNj,KPENDJAL,3
vOyGseCqEm,KPENDJAL,3
HbZFZzkRjc,EST-MONO,3
JNywlwyguE,TCHAMBA,9
WgMwBmzvJI,AGOU,1
NaiBOdAXsp,TCHAOUDJO,2
MJzAYJaCaO,WAWA,1
itEXCvgIqG,TONE,2
yTuipTWBjt,TONE,3
dSbpmigxHS,TONE,2
siAtejNJZH,TONE,5
vAwnWzAdpz,TONE,6
neJCYZVDLo,ANIE,7
ewpFeeyUAI,AVE,2
oXDALOBqfk,AVE,2
GSjJugXCaq,AVE,1
vLPMuPwesn,AVE,1
EjCJZeCefL,Unknown,21
WLQOzjWYfb,AMOU,4
ogRUjCsmuE,BLITTA,6
dIrNKTmhjQ,PLAINE DU MO,3
EqZlVNJYoJ,KOZAH,7
lKzXyxgDhE,BINAH,2
ZxDgrIqzha,DOUFELGOU,2
bWwiWnpWxs,DOUFELGOU,1
LzHtHCEMmj,Unknown,24
MgqQtXBeFP,Unknown,22
sAMKobgXOs,AGOE-NYIVE,1
OOXpmYiddw,BINAH,1
IvOrlIzYfz,BINAH,2
CaNaOEkaIY,BINAH,1
SHqxJNJCYS,ZIO,4
MuVQsFeMXi,ZIO,1
fxbDhUtQlR,EST-MONO,1
rQQsMfPgER,TCHAMBA,18
SkDpHjHaTE,PLAINE DU MO,4
UEFGXVqVrd,PLAINE DU MO,2
qYPljWyHVg,OTI-SUD,5
aIxMhEdgXW,AKEBOU,5
wvwrbpEJYw,SOTOUBOUA,19
asoyxgYQhT,SOTOUBOUA,8
qCmErGAHbD,OGOU,6
TyojoQrkXf,OGOU,5
nzbNxqUCmo,OGOU,6
sktMIFqsds,OTI,7
SIoXRhfTSW,OTI,3
EfhlWiPAUL,KPENDJAL,5
NHnOnMxtqo,KPENDJAL,5
DZrnxkCrGa,KPENDJAL,3
eHvpkmFarn,KPELE,6
SRIctANnOU,KPELE,8
rjLtlefVRU,TCHAMBA,14
wknmZkRsIm,TCHAOUDJO,9
cmYrrTfytC,TCHAOUDJO,7
BQtMZqAokF,ASSOLI,1
QzfXSkNQiL,ASSOLI,1
YJYkzOBbqo,ASSOLI,1
YagnyvHJUh,ASSOLI,1
PcgWjDADaz,WAWA,4
rCLoXTUsJK,KPELE,3
tyCEirACrD,AGOU,2
YtvkGlMWwe,AGOU,5
qxnDBaTRqt,DANKPEN,8
QsmkpTqIke,DANKPEN,12
ewpFeeyUAI,DANKPEN,13
mCndLeBGMM,VO,13
lwjEmkzQNj,VO,8
xeIoKirXzF,VO,5
DxByldiJlV,SOTOUBOUA,13
tJGNHwzslg,BASSAR,33
yeCoCorNtH,AKEBOU,4
TyWCGdMdAM,BLITTA,13
riFCrfggWQ,BLITTA,14
ZHSjLEHfDc,BLITTA,13
YTzSyOzNPv,VO,3
TWRFrKNwqy,VO,3
kcPWkViWeQ,AKEBOU,7
xpeSzjfzvc,ANIE,9
NJcBmmHgZl,ANIE,7
sRwkKszrXq,MOYEN-MONO,1
sZtcVQzuVc,BASSAR,24
pwXxvVvTag,HAHO,5
XCFXXkOFDC,HAHO,4
WBYzVGXXRf,HAHO,5
EjCJZeCefL,HAHO,1
vwAsfYMwAB,HAHO,3
uILoiTaVlc,HAHO,2
dWgAxvDvhT,ANIE,6
IDWhVKjnxW,BLITTA,9
sRwkKszrXq,TCHAMBA,8
DuzPHbeKFW,KERAN,10
LzHtHCEMmj,KERAN,6
hIVnCXHYRu,OTI-SUD,2
ovCQfxURWj,DANKPEN,15
feaEGENFKe,WAWA,5
pRumlkWpLO,WAWA,1
leRJogPPnD,WAWA,3
jtZLvPHdNE,AMOU,4
ZHSjLEHfDc,CINKASSE,4
tJVBJkAsIk,CINKASSE,2
SZJTkHRajl,CINKASSE,2
jtZLvPHdNE,CINKASSE,3
wzNphlhEzM,TCHAOUDJO,5
XiKpNMsHxn,TCHAMBA,13
sOJeGrKwbe,ZIO,3
CsMFeQoaLM,ZIO,3
iymcIyjaKw,AVE,2
AjjCWKeWXU,AVE,5
vfIkaweSRw,Unknown,31
XstqtfmwLR,Unknown,19
OEemvtDBqg,Unknown,30
fIEKotAegd,BLITTA,7
FxJBErMcuY,DOUFELGOU,2
ZOLjLzXgtQ,OTI-SUD,5
mrjYHuDBpx,MOYEN-MONO,1
pCfiQabAHL,MOYEN-MONO,1
DTuGRpTYSK,ANIE,6
QiNMmMRHhs,DANKPEN,11
SsxfAtMPUp,EST-MONO,7
RXOPashdsl,EST-MONO,12
tbmSJSWtXZ,EST-MONO,6
wOAlyANdZh,EST-MONO,3
AaKCsooJgY,BLITTA,5
SxikXNnsrf,OGOU,11
cnvqhtEuSm,OTI,6
GudMukUipk,AMOU,1
CRClDwftom,KOZAH,3
IPAwGBQiRC,Unknown,25
KbVDiKanAc,CINKASSE,2
wsWDzKQWnF,CINKASSE,2
lpAchcvhBO,VO,2
ktUwmfepNJ,LACS,5
gheZLWoinq,LACS,3
UNxAVraCBK,EST-MONO,4
LVjvnofexE,EST-MONO,5
qTJQBeleRR,AMOU,3
JGPCbfDGes,AMOU,3
zXxJyZETOR,OGOU,10
HAuViSJSst,OGOU,9
eeisrwgClH,KPENDJAL,6
UzIHDpTKIh,AGOU,1
dVEHKVyueo,LACS,3
gGNvtMVsZF,TONE,11
UeuReFqmqD,TONE,3
QvkeuBfZDR,TONE,4
sOJeGrKwbe,TONE,2
VuJqFsGITK,TONE,3
UMmZwrOlGa,TONE,3
siAtejNJZH,ANIE,8
gKEWhIgzeS,AGOU,1
aTYHkibWJz,AGOU,1
IqWgKhGyju,KPENDJAL-OUEST,2
fxbDhUtQlR,KPENDJAL-OUEST,2
GNraTpxZeh,KPENDJAL-OUEST,3
vEQATYlCxa,AVE,1
riFCrfggWQ,AVE,1
LuwPfazSuK,KPENDJAL-OUEST,1
WqKloEOPlw,CINKASSE,1
qxnDBaTRqt,PLAINE DU MO,2
kNflXMaRCt,PLAINE DU MO,3
BgBqtHgCwv,KPENDJAL,6
RPsTwWPpbu,KPENDJAL,2
CCjaSRuFZy,PLAINE DU MO,2
yNvBZLSwky,PLAINE DU MO,2
DKPYCgMoYm,BINAH,4
sPogoJYZEX,BINAH,1
FanoFIBhck,DOUFELGOU,2
OEemvtDBqg,EST-MONO,2
hueAPdgLdU,AGOE-NYIVE,4
tPzDNhtjKq,AGOE-NYIVE,3
rlAEpTAdBW,BINAH,1
ybfXwoTOIB,KPENDJAL,3
SPCbSYGqCR,ZIO,1
YRQKqwqabJ,KOZAH,2
dWgAxvDvhT,TCHAMBA,11
HTNQoGUbGf,TCHAMBA,9
DYponYOtdu,TCHAMBA,17
GSjJugXCaq,PLAINE DU MO,3
ShqzWdRqPU,PLAINE DU MO,4
UsUqLqafHD,PLAINE DU MO,1
vwAsfYMwAB,OTI-SUD,3
RcPCHnSiQK,AKEBOU,6
PcqSMaYSbu,AKEBOU,7
XxEFcyAuUH,AKEBOU,4
qCmErGAHbD,AKEBOU,5
VaPxXuuWtZ,SOTOUBOUA,7
bQdsaYgNLX,SOTOUBOUA,19
kyfEkHNhDh,OGOU,10
swDofCoafd,OTI,9
FanoFIBhck,KPELE,4
BYchYSyqVC,KPELE,8
eGwidYFuZD,KPELE,6
PJacssMYLF,OTI,11
XzHqYYZkNc,TCHAOUDJO,5
vEQATYlCxa,TCHAOUDJO,4
QvkeuBfZDR,TCHAOUDJO,6
nSIOCKPYeU,TCHAOUDJO,5
UWgavSMUps,ASSOLI,1
GudMukUipk,ASSOLI,2
ZCYZHbOtBQ,ASSOLI,1
cMOknwOyzu,WAWA,2
jxjpEIXJNY,WAWA,2
eFcLLNOkXl,WAWA,2
AGdRPdgtbK,WAWA,3
cprHaXwjPO,ANIE,7
aTGHRQlzWn,ANIE,6
gNdNMWRVVK,KPELE,5
KndCfBRhIJ,AGOE-NYIVE,3
AxyvKBckMr,AGOE-NYIVE,4
asTXooIIOV,AGOU,4
EGEVAFOhDn,AGOU,3
ceziKFFyBN,AGOU,1
yfsZRWrzFK,AGOU,2
WbnHoIFCmD,DANKPEN,14
Ynvvkgthxn,DANKPEN,7
aurOBmpJWm,VO,9
CSVicEEHdq,SOTOUBOUA,11
CXRpRFmPNR,BASSAR,33
SMuqSKCnZA,BASSAR,28
QOpgXgWkUp,BASSAR,24
isjaYQNfQZ,BASSAR,19
BQtMZqAokF,BASSAR,27
HWtrxWlsRj,BASSAR,23
ogRUjCsmuE,AKEBOU,7
ZZfNnZytXW,AKEBOU,5
gghKDooQRp,BLITTA,8
RHwQjmZACX,BLITTA,7
fMbZlEGloj,VO,3
WGBmXsYiOj,VO,6
TsdtSZAAjD,ANIE,10
IJhqDwilXs,ANIE,6
qsjAsuFOgs,LACS,3
yKFQNXyPic,LACS,3
rrizRADpnV,LACS,8
yBJaOlsnOW,HAHO,2
JhVHCvTQWa,HAHO,1
YtCUJsglOM,HAHO,3
hkKbrByhKB,HAHO,4
SWrVGAUaYc,BLITTA,3
ixgtPfMtcF,DANKPEN,18
dGfPySamIT,OTI-SUD,5
qVBxYOXntk,OTI-SUD,7
VjiPScBFGF,KERAN,5
qsjAsuFOgs,KERAN,4
iCaZZNPjzs,KOZAH,6
CQEXACWfyh,KOZAH,3
GPVxlTgFZg,KOZAH,7
xplsWnyETU,KOZAH,5
wInDWSpydA,AMOU,3
giGYPsFMLe,AMOU,5
nSIOCKPYeU,AMOU,7
HjAIMyVzrh,CINKASSE,2
tmRCipLLwy,TCHAOUDJO,7
tJVBJkAsIk,ZIO,3
rQQsMfPgER,AVE,2
DVwdKknQQS,AVE,4
vwAsfYMwAB,KERAN,5
zeBKFbSiTi,VO,5
vikIMTVuec,Unknown,25
iBbmdmTWEX,DOUFELGOU,5
gGNvtMVsZF,WAWA,1
SykhnUuOiy,WAWA,1
iTISiQNqAr,DANKPEN,13
WTcewrLxFS,MOYEN-MONO,1
HjHbCoMcrt,ANIE,3
WBYzVGXXRf,ANIE,5
cprHaXwjPO,TCHAOUDJO,6
pjjlDwunYH,TCHAOUDJO,4
DljOEeuyWJ,AGOU,1
aIAqzmDCXE,EST-MONO,5
JGPCbfDGes,EST-MONO,4
CWEaPfsxDd,OGOU,10
oxnZdbxnvn,AMOU,6
CmrbaxcQph,KPENDJAL,1
aTYHkibWJz,KOZAH,5
OMwCRfaoHD,KOZAH,4
TAkRZSoiff,CINKASSE,2
NaficwxEvQ,CINKASSE,3
FanoFIBhck,LACS,2
GPVxlTgFZg,EST-MONO,5
iAqPrFZkVP,Unknown,26
XFhWegeEzL,KPENDJAL,5
eHvpkmFarn,KOZAH,6
ktUwmfepNJ,KOZAH,5
oCMLouzjOm,TONE,7
aTYHkibWJz,TONE,6
eZdziMulBE,TONE,2
ZOLjLzXgtQ,TONE,2
KyAZnzyoVg,TONE,3
zYdOAwtytX,ANIE,5
irrIGcmOTM,ANIE,4
JWtZEHrWsR,VO,2
lBbneyUdpV,AVE,4
QilpPuwazs,AVE,1
nSIOCKPYeU,AVE,2
IVyaRiYjnT,Unknown,19
oHHeRbFfEv,AMOU,1
EejkBiuisA,KPENDJAL-OUEST,1
EqZlVNJYoJ,BINAH,1
XQqgsBPivb,BINAH,1
oWFozltJyI,DOUFELGOU,1
wmyAJISQoE,EST-MONO,2
pUGyOhdpWf,AGOE-NYIVE,2
yKFQNXyPic,AGOE-NYIVE,2
SFVkVBNAYV,BINAH,2
XIMdjewycb,BINAH,1
gvsutalzBt,HAHO,3
CcQXgNmxnD,ZIO,2
SPCbSYGqCR,TCHAMBA,8
QtXbAFQsZb,TCHAMBA,9
DmqfqUBZnH,PLAINE DU MO,2
GudMukUipk,OTI-SUD,10
MyKGMoJmhB,AKEBOU,14
zgHOvuGdmZ,AKEBOU,7
ewHOMNOyIp,AKEBOU,4
UDucbUSZmf,SOTOUBOUA,13
UYzTFvkCmv,OGOU,8
ShqzWdRqPU,OGOU,8
jtZLvPHdNE,OGOU,9
FSKqEXXvfu,OTI,6
tFPWYsBmKO,OTI,3
lLzPcXlvZa,OTI,10
oxnZdbxnvn,KPENDJAL,3
rjLtlefVRU,KPENDJAL,4
rGFlLwfpcW,KPELE,6
RYLLuDZLrZ,KPELE,5
xyMDNoyanA,KPELE,6
tJVBJkAsIk,KPELE,14
GqfQcmUGER,KPELE,5
QiNMmMRHhs,KPELE,2
BQtMZqAokF,TCHAMBA,18
EXIjNExlZx,TCHAMBA,15
YRmmDyznJu,TCHAMBA,11
iUChnGHNvU,OTI,11
VgzPqPFQUJ,OTI,8
dJSvXqUVSY,OTI,7
zeBKFbSiTi,TCHAOUDJO,8
uXZrufHOmE,TCHAOUDJO,7
DWwcMYiSAE,TCHAOUDJO,5
qQxTrHqklY,ASSOLI,1
QeJWGbxiIf,ASSOLI,1
zpTweudaaD,ASSOLI,2
uILoiTaVlc,ANIE,11
HugrCcAxzg,ANIE,8
