name,regions,count
LSSEYqEagz,CENTRALE,37
friQLpxJvN,CENTRALE,37
CGbKIWfKzS,CENTRALE,45
OOJalOIuJR,SAVANES,22
mfGbRxVwki,SAVANES,26
WTcewrLxFS,CENTRALE,31
AjjCWKeWXU,CENTRALE,34
RDaOnaMCTV,PLATEAUX,51
gmVWRqBoQV,SAVANES,26
yBJaOlsnOW,SAVANES,17
eWzgTtbsZd,SAVANES,30
WLjpZNuKnx,PLATEAUX,48
QOyKySZsjs,PLATEAUX,42
KyAZnzyoVg,PLATEAUX,47
UsFoBbrsvZ,CENTRALE,45
CXcwyCjINx,CENTRALE,36
rRmRPRzpPA,KARA,37
nwucGHfJZc,KARA,43
olPjbxYqCi,KARA,58
FUSzvJPVFA,KARA,44
sSFBDlDpaF,MARITIME,10
WkzIMOgJkS,KARA,35
gnGIUNfJqV,KARA,38
FxJBErMcuY,KARA,51
ZCYZHbOtBQ,MARITIME,15
ktUwmfepNJ,KARA,46
CGbKIWfKzS,Unknown,21
ZZfNnZytXW,Unknown,28
qyrGItXtmT,Unknown,23
MRjyzbOAfJ,Unknown,28
SMuqSKCnZA,CENTRALE,41
XXnmAmCasu,CENTRALE,36
HFuHhFZxEg,SAVANES,26
ZldclfuucE,SAVANES,26
RXOPashdsl,PLATEAUX,40
sHLZFdgmpU,PLATEAUX,49
eeisrwgClH,SAVANES,35
UUXpmppfzo,SAVANES,25
QvkeuBfZDR,PLATEAUX,44
UhEPUfBRmg,PLATEAUX,49
pUGyOhdpWf,SAVANES,33
GsggmfMRqV,CENTRALE,32
EjCJZeCefL,KARA,57
bQTArhpSSa,PLATEAUX,43
hqhkPOYdoU,PLATEAUX,42
vhQQkOYkyg,MARITIME,12
VWAZXcxOwE,KARA,45
qCPWbXygQa,KARA,54
lKzXyxgDhE,MARITIME,11
IPAwGBQiRC,KARA,45
wzNphlhEzM,MARITIME,15
xkThzuCDAY,Unknown,29
WLQOzjWYfb,SAVANES,23
HWtrxWlsRj,Unknown,28
QzfXSkNQiL,Unknown,26
vFZowziPWD,Unknown,21
pjNKPqeNXC,Unknown,23
ROuebiUUVa,CENTRALE,36
fWextEzdas,CENTRALE,32
stHoeJDHYZ,CENTRALE,29
LXVYpyEYdB,CENTRALE,40
wzQicuOsEE,SAVANES,32
UsFoBbrsvZ,SAVANES,35
TOuEAjDKAx,PLATEAUX,37
bPeTUFClFy,CENTRALE,41
tLpHgGzsBC,PLATEAUX,48
GtPzYvLGKa,PLATEAUX,40
hueAPdgLdU,SAVANES,33
mJWGtFIzUT,SAVANES,27
WhCdBCpDlt,SAVANES,27
qkHdeeladT,SAVANES,32
KiPnIUXYqs,PLATEAUX,37
AlmSecyCrd,PLATEAUX,39
TsdtSZAAjD,SAVANES,21
yTuipTWBjt,SAVANES,26
ZuLaiYuunH,MARITIME,20
RertEDlxad,SAVANES,21
dJSvXqUVSY,MARITIME,14
jMFZqtHcGd,MARITIME,11
BgBqtHgCwv,MARITIME,13
MeTEPQRzdm,KARA,45
EqZlVNJYoJ,KARA,60
AwzYubLqXX,KARA,47
QVPqLwIIAe,MARITIME,7
NFKHIoqbNt,MARITIME,15
OXryhijRsq,Unknown,19
ZOLjLzXgtQ,SAVANES,19
bdvjmfSTsU,Unknown,26
FZwYwVYWzf,Unknown,25
xxDSHSNyyP,Unknown,27
XXnmAmCasu,Unknown,18
UuwKOhOOEp,Unknown,30
fNgbhjgzdh,Unknown,25
sZtcVQzuVc,Unknown,22
GmgFVkcBZD,CENTRALE,41
JyGYBsSFuk,CENTRALE,38
GVwjVxGtco,CENTRALE,36
QoSPkdeOcN,CENTRALE,37
rvbTpoDiTG,SAVANES,30
GtIDsRFBJR,SAVANES,20
KIlSZGQiOh,SAVANES,32
SeqYxJSnsT,PLATEAUX,44
mNvPMQdHNv,PLATEAUX,39
nTcayLUbsO,PLATEAUX,42
QVPqLwIIAe,SAVANES,22
QQPIKxwzVJ,SAVANES,34
gheZLWoinq,PLATEAUX,43
tCEjDGYMpP,KARA,39
BTzVOXUmtE,PLATEAUX,44
wmyAJISQoE,MARITIME,19
jtZLvPHdNE,KARA,53
vwAsfYMwAB,MARITIME,13
Ynvvkgthxn,Unknown,25
tJJxMfkxYb,Unknown,27
JBdasUrdZZ,Unknown,29
FGybsTmlCa,Unknown,25
aYtLXfzBOE,Unknown,23
jePMLdZOxZ,Unknown,23
yfsZRWrzFK,CENTRALE,41
wOAlyANdZh,CENTRALE,29
SsxfAtMPUp,CENTRALE,35
HFuHhFZxEg,CENTRALE,46
YhCoydLtxG,PLATEAUX,32
UMmZwrOlGa,CENTRALE,42
sOJeGrKwbe,PLATEAUX,44
cFVmHlnmfD,PLATEAUX,40
WxccJpAylz,SAVANES,27
kkhBvxKiOp,SAVANES,34
YtJwPvzKLZ,SAVANES,25
AsvtszbEnV,PLATEAUX,35
eGwidYFuZD,KARA,44
aurOBmpJWm,KARA,44
UWgavSMUps,KARA,43
FXZOhJEIzg,MARITIME,17
RcPCHnSiQK,MARITIME,10
WLQOzjWYfb,MARITIME,15
lFwFKrUUBY,MARITIME,12
WbnHoIFCmD,MARITIME,9
QAINcQAElG,MARITIME,9
ogRUjCsmuE,KARA,38
CSVicEEHdq,KARA,50
uXZrufHOmE,Unknown,27
PDZFqfSCnw,Unknown,20
AhgERedHbP,Unknown,23
yKFQNXyPic,Unknown,32
YeTLsGkHWx,Unknown,19
eEZhgiwXcE,CENTRALE,44
TFuBnkwrMZ,CENTRALE,39
uqloFKfVPJ,CENTRALE,43
IPAwGBQiRC,CENTRALE,37
UsUqLqafHD,CENTRALE,37
QilpPuwazs,SAVANES,36
iOqJrYhaSI,PLATEAUX,46
yRADykVpRf,PLATEAUX,51
friQLpxJvN,PLATEAUX,50
rQQsMfPgER,PLATEAUX,34
wknmZkRsIm,SAVANES,22
QfCQVnESPU,CENTRALE,34
tJVBJkAsIk,KARA,56
eEZhgiwXcE,KARA,64
SBvPNdHvkD,KARA,41
FuBhJGmXwd,MARITIME,9
JGPCbfDGes,MARITIME,21
PvvGKdxbUZ,MARITIME,20
WzwHpoldPp,MARITIME,10
oCMLouzjOm,MARITIME,16
tPzDNhtjKq,KARA,45
vQSvXOABhG,MARITIME,13
NVsOXrSKam,MARITIME,13
VRuawWxKPq,MARITIME,11
RVqdDcQCth,KARA,47
wtLahGMgBA,MARITIME,17
ZdcogOJXCj,MARITIME,19
yMlzPfwvRF,KARA,47
TzgNxHLklN,Unknown,28
WkJLcgJayz,Unknown,23
DwekpsiydK,Unknown,23
jJigJkKZUd,CENTRALE,33
ZuYYBGYpqM,CENTRALE,35
ogoxnXYWfc,CENTRALE,33
fIZJVXncRk,CENTRALE,50
czTZNuGAUb,CENTRALE,38
UBBptmhiXi,SAVANES,27
PvvGKdxbUZ,PLATEAUX,46
AUTkwbgHqI,PLATEAUX,52
kVHLmGLNEH,PLATEAUX,49
bdvjmfSTsU,PLATEAUX,58
VuJqFsGITK,SAVANES,24
hIVnCXHYRu,SAVANES,26
RPsTwWPpbu,SAVANES,24
zJBJiicWQP,SAVANES,24
vhQQkOYkyg,SAVANES,22
mIchMaqvWj,SAVANES,38
AjbaFCtcbJ,SAVANES,32
amzyXHglBx,SAVANES,18
NkMsjHibBf,PLATEAUX,51
OFfrtJzcUq,PLATEAUX,51
WTcewrLxFS,PLATEAUX,41
KyrhQLqNPz,KARA,62
yTuipTWBjt,KARA,50
CcQXgNmxnD,MARITIME,15
siAtejNJZH,KARA,47
uEJURlyyEs,KARA,47
skIOopvdDk,KARA,55
iWxtzZgTKO,MARITIME,18
YtvkGlMWwe,MARITIME,13
fVqkkxNHhG,KARA,40
XIMdjewycb,Unknown,28
HFuHhFZxEg,Unknown,39
EqZlVNJYoJ,Unknown,28
NcLnQIbjfg,Unknown,23
JgpavfITSP,Unknown,26
iWxtzZgTKO,Unknown,24
KNrBOmsszC,CENTRALE,38
QtpFCmMrGc,CENTRALE,39
FvpAevxQRy,CENTRALE,41
VRuawWxKPq,CENTRALE,37
mfGbRxVwki,CENTRALE,47
HzfbyeIhdX,SAVANES,28
pFMqxTFqzh,SAVANES,14
WxccJpAylz,PLATEAUX,41
YESMrTuLio,PLATEAUX,44
ojehpQgSrl,PLATEAUX,46
qkHdeeladT,PLATEAUX,52
JIyRoxZbUh,CENTRALE,47
EfjymfRMbO,PLATEAUX,43
LLMgZcbVPB,PLATEAUX,49
fxbDhUtQlR,PLATEAUX,50
pRVQmupfbd,SAVANES,18
ayEzTOeqlf,PLATEAUX,42
bPbNEGFKQC,SAVANES,17
FGybsTmlCa,KARA,44
lpAchcvhBO,KARA,44
OEnehPWWpZ,KARA,51
rGFlLwfpcW,MARITIME,15
MlWUJdevSL,KARA,45
ecejgKNjoL,KARA,53
PGiqQSpzov,MARITIME,13
ZBBCMZtnxU,KARA,53
XiKpNMsHxn,KARA,44
TiwIWgxNDk,MARITIME,15
SrXVvCoUNT,KARA,53
vLPMuPwesn,KARA,32
hjUBijNMcB,SAVANES,28
ZldclfuucE,MARITIME,10
dkhpNFwiHi,MARITIME,10
YhaWUvKAwO,Unknown,33
TiwIWgxNDk,Unknown,19
HYvKBZhHtl,MARITIME,9
xnTULXdbpd,Unknown,20
SRIctANnOU,Unknown,17
aOhYpPjaRM,CENTRALE,41
QOyKySZsjs,CENTRALE,34
ylDYDoPtpT,CENTRALE,46
NFKHIoqbNt,SAVANES,29
ZcLldUECdN,SAVANES,27
qInBkNuqie,SAVANES,28
IqWgKhGyju,SAVANES,31
SsxfAtMPUp,SAVANES,18
sNYouVlOpa,SAVANES,32
tbmSJSWtXZ,SAVANES,19
CzkSkJOneX,SAVANES,29
jHONfpPRYZ,PLATEAUX,59
WkJLcgJayz,PLATEAUX,57
wATbXpdAyK,PLATEAUX,50
ZKsKIXmCeN,PLATEAUX,47
dkhpNFwiHi,CENTRALE,44
nAHGdwJcGB,KARA,57
wsWDzKQWnF,KARA,61
cbtvbzbRWh,KARA,55
AMhiFaRiXH,MARITIME,12
eWzgTtbsZd,MARITIME,17
oPbUuvHBgi,MARITIME,15
hvbvXyyZQE,MARITIME,12
AaawEhhIRa,MARITIME,11
UzIHDpTKIh,CENTRALE,30
vAkPBPIwhF,KARA,59
ANnpaBqoKb,MARITIME,8
iLroMLiXNJ,MARITIME,18
noMsyEpeco,MARITIME,17
xPduZOWJSH,MARITIME,8
QeJWGbxiIf,Unknown,25
YezRGHjpnb,Unknown,28
sbMMRXHWlA,Unknown,34
kVHLmGLNEH,Unknown,28
MUIjVCDoEa,Unknown,26
zvoiMpXZyl,CENTRALE,41
WqKloEOPlw,CENTRALE,46
OOXpmYiddw,PLATEAUX,55
WRFtJAqJHm,PLATEAUX,51
qTJQBeleRR,PLATEAUX,39
AwzYubLqXX,PLATEAUX,47
QiNMmMRHhs,PLATEAUX,50
ZIIBodTyZY,PLATEAUX,46
lCOqTNPCFV,CENTRALE,34
fBVtJIOofJ,KARA,61
WLLHViBXaK,KARA,48
sHLZFdgmpU,KARA,53
dVEHKVyueo,PLATEAUX,44
UeuReFqmqD,MARITIME,11
uFZSRfIWVX,MARITIME,11
ZKsKIXmCeN,KARA,46
SRIctANnOU,MARITIME,6
YKlPrpQthI,KARA,50
YGYcLsXFRt,MARITIME,7
nyeSlFHLXJ,Unknown,32
itEXCvgIqG,Unknown,19
TyWCGdMdAM,Unknown,30
sNLmtXfmNS,Unknown,21
QGbYfjEEUN,CENTRALE,40
YJYkzOBbqo,PLATEAUX,45
KiPnIUXYqs,CENTRALE,32
jHONfpPRYZ,CENTRALE,30
hxEJezKbVe,CENTRALE,34
YnVDmyOZKz,PLATEAUX,50
jEKQLrKUTH,PLATEAUX,39
OHFkbArviB,SAVANES,29
PJacssMYLF,KARA,53
zIpKVeqexV,MARITIME,13
fddDfReEWS,KARA,44
tbmSJSWtXZ,KARA,49
UMmZwrOlGa,MARITIME,11
JNywlwyguE,MARITIME,17
vQSvXOABhG,KARA,47
XCFXXkOFDC,KARA,48
iymcIyjaKw,MARITIME,12
JBdasUrdZZ,KARA,39
wcWAJmEhTe,Unknown,20
tbQleqKEbx,Unknown,23
hqhkPOYdoU,Unknown,26
zJBJiicWQP,Unknown,23
lynuPtHkoS,Unknown,25
YUPUKSAIMO,Unknown,28
oYNcznnOgJ,Unknown,24
MmIxVLmHhY,Unknown,27
JWtZEHrWsR,Unknown,30
BgBqtHgCwv,CENTRALE,38
ybfXwoTOIB,CENTRALE,36
ogRUjCsmuE,CENTRALE,36
zSGmxiFras,SAVANES,27
DgMxmdyGUf,SAVANES,32
vvwEzIfGpP,CENTRALE,34
GZoAMDsevu,CENTRALE,48
duBcEisEsj,PLATEAUX,54
lFwFKrUUBY,PLATEAUX,51
nykhjnYqIs,PLATEAUX,35
rvbTpoDiTG,PLATEAUX,47
MQhnpLSWmh,PLATEAUX,45
CXcwyCjINx,KARA,38
LzHtHCEMmj,KARA,40
OOXpmYiddw,MARITIME,11
asoyxgYQhT,MARITIME,16
fNgbhjgzdh,MARITIME,14
XOSvLGIFrh,SAVANES,17
hbEKRhQncc,KARA,54
YRmmDyznJu,KARA,35
qCPWbXygQa,CENTRALE,37
lCOqTNPCFV,KARA,50
tLpHgGzsBC,MARITIME,11
JzsJVuVzCs,KARA,59
izSmTsWlnn,KARA,49
fGfyHISsfA,KARA,46
LXVYpyEYdB,MARITIME,11
IwcANTpStb,Unknown,25
zIxnsQiuyY,Unknown,26
lCJsWrEQOo,Unknown,29
aRWorldfhg,Unknown,24
feaEGENFKe,Unknown,24
WLLHViBXaK,Unknown,13
OFfrtJzcUq,CENTRALE,35
oYNcznnOgJ,CENTRALE,52
WkJLcgJayz,CENTRALE,39
YRQKqwqabJ,CENTRALE,36
wtLahGMgBA,CENTRALE,40
zeBKFbSiTi,SAVANES,22
kEPdsLrUmM,SAVANES,26
XASKSjEQKp,PLATEAUX,57
wiBGamfrmV,CENTRALE,39
kwklCJIDlS,SAVANES,33
JHtwryoVie,PLATEAUX,42
XUpEywbCRm,SAVANES,13
hxEJezKbVe,KARA,61
OBrvsvlwmE,KARA,52
qCmErGAHbD,KARA,48
HwQqxNPTQK,MARITIME,9
xnTULXdbpd,MARITIME,17
rjLtlefVRU,KARA,62
irDykfVNyX,KARA,43
gheZLWoinq,MARITIME,14
yXjRpJynYk,MARITIME,15
uBfDcSdVgQ,MARITIME,9
IJhqDwilXs,MARITIME,20
CsMFeQoaLM,CENTRALE,31
aSpAQqOnRJ,KARA,39
QsmkpTqIke,MARITIME,13
FotIRBcYnB,Unknown,31
JFGTpSDaMr,CENTRALE,41
BQtMZqAokF,CENTRALE,43
lKzXyxgDhE,SAVANES,21
FSKqEXXvfu,PLATEAUX,49
NWzJeACtDf,PLATEAUX,57
PWbKsnVcyQ,PLATEAUX,46
CWEaPfsxDd,CENTRALE,36
LIjXuoqhUZ,CENTRALE,39
ruNGTTGsry,CENTRALE,37
bctELoKLXw,CENTRALE,37
orztMoDwjO,SAVANES,25
oqYPyoLIda,PLATEAUX,44
ehjWPxoldL,PLATEAUX,48
wtLahGMgBA,KARA,48
UGDojtMoWq,KARA,41
DxByldiJlV,KARA,45
bdvjmfSTsU,KARA,50
pRrFfpCclm,KARA,51
oCMLouzjOm,PLATEAUX,38
nFeAuUzDCe,MARITIME,12
LpOuvgMZrq,KARA,54
kwklCJIDlS,MARITIME,13
crafafvctc,KARA,54
rtKKSILNGX,KARA,50
mrjYHuDBpx,MARITIME,16
WBYzVGXXRf,MARITIME,15
yjDawEVIph,MARITIME,17
lrfyjRJVDe,MARITIME,12
QoSPkdeOcN,SAVANES,24
NkMsjHibBf,KARA,41
BbHMdMVjBs,Unknown,20
ANZEnbkmQy,Unknown,16
ktUwmfepNJ,SAVANES,26
FZwYwVYWzf,SAVANES,28
KndCfBRhIJ,PLATEAUX,46
NaficwxEvQ,PLATEAUX,51
GhyjjFXhGx,PLATEAUX,41
bNZOUWCToK,PLATEAUX,37
SMuqSKCnZA,PLATEAUX,42
NHnOnMxtqo,CENTRALE,39
fxbDhUtQlR,CENTRALE,30
hApMdEppaa,SAVANES,21
SPCbSYGqCR,SAVANES,15
gnGIUNfJqV,SAVANES,31
jTJlZyVkFP,PLATEAUX,48
qHbCFZbeqv,SAVANES,30
oxnZdbxnvn,KARA,44
sazpsvTcHe,KARA,48
TWqJpGQpuk,MARITIME,9
KXDRiGiFSw,MARITIME,11
wknmZkRsIm,KARA,51
aOhYpPjaRM,KARA,55
AaKCsooJgY,KARA,50
fBVtJIOofJ,MARITIME,12
wKURKPTLyw,MARITIME,14
qabBOscpgy,KARA,51
ZISgJQTIYe,MARITIME,11
uXsQsnpPzM,MARITIME,12
bQXhpQtWNp,Unknown,22
SsxfAtMPUp,Unknown,25
LuwPfazSuK,Unknown,25
ZzzawbmNfk,Unknown,20
qxnDBaTRqt,CENTRALE,32
SkbPdFPpRl,SAVANES,28
gMGXGXdSes,SAVANES,38
oHHeRbFfEv,PLATEAUX,51
UAHdDuyIeM,PLATEAUX,44
mWmJFGtObp,CENTRALE,45
HYvKBZhHtl,CENTRALE,36
TlftmPGtpA,PLATEAUX,41
StyaQWIxhf,PLATEAUX,48
JshuzUxeoH,PLATEAUX,41
YhaWUvKAwO,SAVANES,27
BQtMZqAokF,SAVANES,29
ndiLZkxcOB,SAVANES,22
KqKCqetlbu,SAVANES,17
aIAqzmDCXE,PLATEAUX,52
IDWhVKjnxW,PLATEAUX,45
prxHvLSySc,KARA,53
KbUQFLqqFj,PLATEAUX,42
EfhlWiPAUL,MARITIME,15
lsneLOyaWq,MARITIME,13
LpOuvgMZrq,MARITIME,9
EXcbIHRxSP,MARITIME,11
XNkolWMEey,MARITIME,7
HpuVGDEgpb,MARITIME,11
irrIGcmOTM,MARITIME,14
qTJQBeleRR,Unknown,26
XrjUlgrTZi,Unknown,26
hZvsVsiGbO,Unknown,27
MeTEPQRzdm,Unknown,27
JYTaDlyhoJ,Unknown,28
mNvPMQdHNv,Unknown,34
VjiPScBFGF,Unknown,27
YTzSyOzNPv,Unknown,24
FXlARdgXWR,CENTRALE,42
hkKbrByhKB,CENTRALE,30
SZJTkHRajl,CENTRALE,33
qlmeAxeFWJ,SAVANES,30
SrXVvCoUNT,SAVANES,23
GudMukUipk,SAVANES,28
KwueEyygvj,PLATEAUX,43
vifDnMSCuh,PLATEAUX,49
WqKloEOPlw,PLATEAUX,60
uAeSWdbQJv,PLATEAUX,32
MUtBQpFQRw,CENTRALE,35
TFuBnkwrMZ,PLATEAUX,45
FqzmWqeIBN,SAVANES,29
fIEKotAegd,SAVANES,18
FmVLCXwbdO,KARA,50
ndiLZkxcOB,KARA,51
BTzVOXUmtE,MARITIME,10
gghKDooQRp,MARITIME,14
ppdbEHpImH,MARITIME,13
yURSuqrHbG,KARA,45
KqKCqetlbu,MARITIME,11
mVSMfLixNY,Unknown,29
pRrFfpCclm,Unknown,29
DTuGRpTYSK,Unknown,27
qlmeAxeFWJ,Unknown,25
QJrdwAARWP,CENTRALE,43
RommLgqVgK,CENTRALE,43
asTXooIIOV,CENTRALE,40
tbmSJSWtXZ,CENTRALE,39
povJVGLkoa,SAVANES,26
klfhtuUdnG,PLATEAUX,47
NtbwWxPCpd,SAVANES,18
AGdRPdgtbK,PLATEAUX,41
eFTtZrCHXc,SAVANES,29
QzTXATgcEd,SAVANES,27
nSIOCKPYeU,SAVANES,31
ZJRzbwjYaM,KARA,51
UMzahSeHAN,MARITIME,10
hwNaQjPFNy,MARITIME,14
kJxMKZzRfE,MARITIME,13
ZIIBodTyZY,MARITIME,18
ipXQWkpeZu,MARITIME,12
GsggmfMRqV,KARA,42
eZIpIjclIC,MARITIME,6
ndiLZkxcOB,Unknown,24
lMCfKVlySO,Unknown,23
vQSvXOABhG,Unknown,23
JHtwryoVie,Unknown,32
wKAFYQUzPs,CENTRALE,39
VHyEqlVDQc,CENTRALE,40
wmJuEMcdRd,CENTRALE,48
AxyvKBckMr,CENTRALE,37
pSwWTbHbug,CENTRALE,41
FanoFIBhck,CENTRALE,27
hkKbrByhKB,SAVANES,22
YtCUJsglOM,SAVANES,27
FMujpiXSPS,SAVANES,22
TNXtnfRBDx,SAVANES,25
DWwcMYiSAE,PLATEAUX,60
NHnOnMxtqo,PLATEAUX,49
bMEhEdHvEx,PLATEAUX,57
hvbvXyyZQE,PLATEAUX,55
WxccJpAylz,CENTRALE,30
aKzuRMIgvK,KARA,52
FtMfdJnLrr,KARA,58
DYponYOtdu,MARITIME,19
LuwPfazSuK,MARITIME,19
ZOLjLzXgtQ,KARA,61
HAuViSJSst,KARA,51
DZrnxkCrGa,MARITIME,13
iUChnGHNvU,MARITIME,10
UhEPUfBRmg,MARITIME,15
XstqtfmwLR,KARA,55
OMwCRfaoHD,KARA,52
wVqnidxTXT,Unknown,29
lBbneyUdpV,Unknown,24
IJhqDwilXs,Unknown,25
SZJTkHRajl,Unknown,20
dSbpmigxHS,Unknown,29
BiNYEqkmfd,Unknown,24
HpuVGDEgpb,CENTRALE,32
olPjbxYqCi,CENTRALE,35
LpOuvgMZrq,CENTRALE,34
TOuEAjDKAx,CENTRALE,42
CmrbaxcQph,CENTRALE,44
SfYYdhfojI,CENTRALE,44
aRdOKnlBvg,SAVANES,24
FoVXqPnuHd,SAVANES,29
XDpdMRFttS,SAVANES,36
NAbSoyFhvh,PLATEAUX,44
JFGTpSDaMr,PLATEAUX,50
HAuViSJSst,PLATEAUX,51
eZKTVgnWxe,PLATEAUX,46
ewpFeeyUAI,PLATEAUX,50
HAuViSJSst,SAVANES,21
cZzlioFPLu,SAVANES,27
AOKYtuwRQi,PLATEAUX,57
CRBrRLxhvz,PLATEAUX,41
FMujpiXSPS,KARA,50
xYCPtUqRwb,KARA,46
nFeAuUzDCe,KARA,42
crafafvctc,MARITIME,10
dDsxIrEWmd,KARA,45
mVhYNnciWW,MARITIME,14
njIblDaQxo,Unknown,19
XUpEywbCRm,Unknown,36
QLznuiBdoY,Unknown,24
GbEyXOTqrf,Unknown,29
hvbvXyyZQE,Unknown,34
OBrvsvlwmE,Unknown,25
qCmErGAHbD,Unknown,32
jMFZqtHcGd,CENTRALE,36
GjGNnFAHAd,CENTRALE,39
MlWUJdevSL,SAVANES,43
SfYYdhfojI,SAVANES,21
fVqkkxNHhG,SAVANES,28
pSwWTbHbug,PLATEAUX,39
iGnSsLVhQa,PLATEAUX,43
AtJvmmmRmW,CENTRALE,43
OOJalOIuJR,CENTRALE,49
oWIRERNFAd,CENTRALE,40
zpTweudaaD,SAVANES,24
GPVxlTgFZg,SAVANES,28
MVTAtjawTk,KARA,49
mlYYwQmWZT,KARA,33
yBJaOlsnOW,KARA,60
SBvPNdHvkD,MARITIME,19
WVHwlmNkLa,MARITIME,16
eEZhgiwXcE,MARITIME,13
IdYycyWmjl,MARITIME,12
uqloFKfVPJ,MARITIME,9
tyCEirACrD,MARITIME,14
aIxMhEdgXW,Unknown,26
vwAsfYMwAB,Unknown,19
UMmZwrOlGa,Unknown,28
NyxIlyEvus,Unknown,18
NJqmUyFOdx,Unknown,29
vAwnWzAdpz,Unknown,30
YdgolrVLkw,Unknown,13
KXDRiGiFSw,CENTRALE,33
AMhiFaRiXH,CENTRALE,40
uTDSAZTKdw,PLATEAUX,50
AMhiFaRiXH,PLATEAUX,34
QGuIwVoSdD,PLATEAUX,49
WGBmXsYiOj,PLATEAUX,36
yNvBZLSwky,SAVANES,28
KbUQFLqqFj,SAVANES,36
zeBKFbSiTi,PLATEAUX,32
bONpclnWek,PLATEAUX,56
vLPMuPwesn,CENTRALE,39
BEGhLiPIch,KARA,45
TWqJpGQpuk,PLATEAUX,35
yedOtOyiOq,MARITIME,12
lNHUBOgUUq,MARITIME,14
GAVHmzoRVT,MARITIME,14
hQKKOGXvLu,MARITIME,12
rFFUBynNSh,KARA,36
lBbneyUdpV,MARITIME,19
APlaUZaAhr,CENTRALE,31
lejpdItlwH,MARITIME,14
RTkddnKvSG,MARITIME,13
giGYPsFMLe,KARA,49
AEKnAnngAv,Unknown,25
qfTcXuzMwC,Unknown,18
vXYTAznQFE,SAVANES,28
IDphzsEknT,Unknown,29
SBvPNdHvkD,Unknown,24
RVogboTWCz,Unknown,31
TlftmPGtpA,Unknown,22
ehjWPxoldL,Unknown,27
UyJLCDWzzs,Unknown,23
xeIoKirXzF,Unknown,27
JzsJVuVzCs,CENTRALE,46
HpuVGDEgpb,SAVANES,30
CmrbaxcQph,PLATEAUX,47
KQfUwIVvVV,PLATEAUX,55
lKzXyxgDhE,PLATEAUX,40
ylDYDoPtpT,PLATEAUX,55
QsmkpTqIke,SAVANES,25
eVTooFqebg,SAVANES,27
Ynvvkgthxn,SAVANES,32
YGYcLsXFRt,SAVANES,35
LOaWMxZFCg,KARA,50
XASKSjEQKp,KARA,55
qabBOscpgy,MARITIME,17
NJcBmmHgZl,MARITIME,12
bkaCprmYrV,MARITIME,14
QAINcQAElG,PLATEAUX,42
zvoiMpXZyl,KARA,38
hueAPdgLdU,KARA,55
tbQleqKEbx,MARITIME,13
asTXooIIOV,MARITIME,14
vvwEzIfGpP,KARA,43
qTJQBeleRR,KARA,47
YtJwPvzKLZ,MARITIME,12
sJvqRmcCAo,MARITIME,9
PvvGKdxbUZ,Unknown,27
qkqRyNFZwl,Unknown,27
ZHSjLEHfDc,Unknown,26
rWDwpQNHgI,CENTRALE,40
pVQcoosDdg,CENTRALE,39
siAtejNJZH,CENTRALE,34
GSjJugXCaq,CENTRALE,42
hQKKOGXvLu,SAVANES,27
NaficwxEvQ,SAVANES,28
tJVBJkAsIk,SAVANES,23
OEnehPWWpZ,PLATEAUX,40
zXxJyZETOR,PLATEAUX,55
pRrFfpCclm,PLATEAUX,51
kVHLmGLNEH,CENTRALE,41
FoVXqPnuHd,PLATEAUX,46
zIxnsQiuyY,SAVANES,25
cnJoUiEYVM,PLATEAUX,48
zpTweudaaD,CENTRALE,47
lPJLmbcvMa,KARA,56
OEemvtDBqg,KARA,40
djdQkxVwqo,MARITIME,12
WgMwBmzvJI,MARITIME,17
DHgtnkLApc,KARA,58
xPduZOWJSH,KARA,47
hbEKRhQncc,MARITIME,11
wmJuEMcdRd,MARITIME,8
riFCrfggWQ,MARITIME,8
RiBAkZqeyg,Unknown,35
TFuBnkwrMZ,Unknown,29
WSdMzvPJEp,Unknown,24
WnhvhYvsWV,Unknown,19
JfmjchdFXD,Unknown,27
sPDEWSCsKe,CENTRALE,40
QiNMmMRHhs,CENTRALE,47
iqgEhaVoXu,SAVANES,18
iUChnGHNvU,SAVANES,34
xeIoKirXzF,SAVANES,29
ZldclfuucE,CENTRALE,38
oPbUuvHBgi,PLATEAUX,34
kcaFcvPYkG,PLATEAUX,51
AasVYySWrX,PLATEAUX,70
DVwdKknQQS,CENTRALE,38
aKzuRMIgvK,SAVANES,20
ShqzWdRqPU,KARA,43
OFfrtJzcUq,KARA,44
EiaSNgqfWG,MARITIME,11
hApMdEppaa,MARITIME,13
BgBqtHgCwv,KARA,43
bFmbnJnppt,KARA,46
ZVMnbpzHXK,KARA,52
IZEaLxYaBi,KARA,45
fWextEzdas,MARITIME,13
FoVXqPnuHd,KARA,54
ldesjNoHDj,KARA,42
SHqxJNJCYS,KARA,37
jxCkQxbZYq,Unknown,28
ShqzWdRqPU,Unknown,23
FrrrxNmrzF,Unknown,23
VLdIOQJoMg,Unknown,22
LIjXuoqhUZ,Unknown,19
rJWmXhJqHE,CENTRALE,39
hTYedXuVwS,CENTRALE,27
ZBIrLOvJnR,CENTRALE,39
WzwHpoldPp,CENTRALE,29
EDCeUWZAJH,CENTRALE,43
kPLmQfcQpz,CENTRALE,36
xMrwhHCgcC,CENTRALE,36
KRbjMhaDMX,SAVANES,23
TOuEAjDKAx,SAVANES,32
gPWJPuaXKL,SAVANES,25
