unique_id,consumption,proxy0,proxy1,proxy2,proxy3,proxy4,characteristic0,characteristic1,characteristic2,characteristic3,characteristic4,weight
896,0,4,2,4,6,0,group1,group2,group0,group1,group1,96
897,0,3,4,4,1,4,group1,group1,group0,group1,group1,50
898,0,1,4,5,6,1,group0,group1,group1,group0,group0,47
899,0,4,3,5,6,5,group1,group3,group1,group3,group1,64
900,0,2,4,5,1,3,group1,group1,group0,group0,group0,29
901,0,7,4,0,4,1,group1,group3,group1,group2,group0,51
902,0,3,4,4,3,8,group1,group1,group0,group0,group0,90
903,0,0,3,4,7,2,group1,group0,group0,group1,group0,93
904,0,2,5,0,2,0,group0,group1,group0,group2,group1,25
905,0,5,1,0,2,6,group1,group1,group1,group0,group0,77
906,0,3,6,3,7,0,group0,group2,group1,group0,group1,30
907,0,7,7,0,7,0,group1,group3,group0,group1,group0,75
908,0,3,6,5,2,1,group1,group3,group1,group0,group1,84
909,0,5,5,4,2,1,group1,group3,group0,group2,group0,65
910,0,2,4,5,7,2,group0,group0,group1,group2,group0,45
911,0,3,6,5,4,1,group1,group3,group1,group0,group1,86
912,0,6,6,5,0,4,group1,group2,group0,group3,group0,88
913,0,2,0,0,0,5,group1,group0,group0,group0,group1,96
914,0,7,8,3,2,4,group1,group3,group1,group2,group0,14
915,0,2,4,2,7,2,group1,group2,group1,group1,group1,54
916,0,3,4,1,7,4,group0,group1,group0,group3,group1,41
917,0,4,4,6,7,3,group1,group0,group0,group0,group1,15
918,0,1,5,6,3,1,group0,group1,group0,group2,group1,45
919,0,3,2,0,4,6,group0,group0,group0,group0,group0,60
920,0,4,2,0,2,4,group0,group2,group0,group2,group0,73
921,0,6,5,5,2,0,group1,group3,group1,group0,group1,41
922,0,3,5,5,2,1,group1,group2,group1,group2,group0,35
923,0,4,1,0,1,7,group0,group0,group1,group1,group0,93
924,0,3,5,4,1,3,group0,group0,group1,group1,group1,96
925,0,2,2,0,0,8,group0,group1,group0,group3,group0,75
926,0,3,6,3,3,4,group1,group1,group1,group2,group1,20
927,0,4,8,6,7,3,group1,group3,group0,group1,group1,93
928,0,4,4,3,0,8,group1,group0,group0,group0,group1,75
929,0,1,3,6,1,3,group0,group1,group1,group1,group1,47
930,0,3,3,4,5,2,group0,group0,group0,group3,group1,28
931,0,4,7,1,3,6,group1,group3,group0,group1,group1,51
932,0,3,2,5,0,8,group0,group1,group0,group3,group1,39
933,0,6,6,1,6,5,group1,group3,group1,group1,group0,94
934,0,6,4,2,6,0,group0,group3,group1,group2,group1,15
935,0,1,2,1,7,0,group0,group1,group0,group3,group0,25
936,0,4,3,3,3,4,group1,group1,group0,group2,group0,75
937,0,6,7,0,7,2,group0,group3,group0,group2,group1,12
938,0,5,5,5,0,1,group0,group1,group1,group1,group0,91
939,0,2,3,1,5,6,group0,group2,group1,group0,group0,21
940,0,0,1,5,6,2,group0,group0,group0,group0,group0,55
941,0,4,6,5,4,4,group1,group3,group0,group1,group0,12
942,0,1,4,6,2,1,group1,group1,group1,group1,group1,32
943,0,4,3,1,4,7,group1,group3,group1,group1,group1,98
944,0,6,5,0,6,0,group1,group3,group0,group1,group0,69
945,0,1,5,3,7,1,group0,group0,group0,group0,group1,53
946,0,1,5,1,0,7,group0,group1,group0,group1,group1,64
947,0,7,3,4,1,6,group1,group3,group0,group0,group0,73
948,0,4,5,6,3,0,group1,group3,group0,group2,group0,69
949,0,5,6,2,1,2,group1,group1,group1,group3,group0,19
950,0,2,6,3,4,0,group0,group2,group0,group3,group1,54
951,0,4,6,3,1,1,group1,group1,group0,group0,group1,27
952,0,4,1,5,0,5,group0,group1,group1,group3,group0,73
953,0,5,5,5,2,4,group1,group3,group0,group3,group0,61
954,0,3,7,2,5,7,group1,group2,group0,group3,group1,19
955,0,3,5,2,7,3,group0,group1,group1,group3,group1,72
956,0,3,2,4,0,3,group0,group0,group0,group2,group1,27
957,0,5,6,1,6,1,group1,group1,group0,group2,group1,90
958,0,4,6,1,7,8,group0,group1,group0,group1,group0,79
959,0,1,3,6,3,4,group1,group0,group1,group0,group0,24
960,0,2,7,0,0,1,group0,group2,group0,group3,group0,21
961,0,5,5,3,6,1,group1,group1,group0,group0,group0,70
962,0,3,6,5,7,4,group1,group3,group0,group2,group1,36
963,0,3,6,5,6,3,group1,group3,group0,group0,group1,65
964,0,0,3,5,3,3,group0,group0,group0,group2,group1,73
965,0,2,4,3,7,0,group1,group1,group1,group2,group0,27
966,0,7,5,6,6,1,group1,group3,group0,group1,group0,39
967,0,2,0,4,3,3,group0,group0,group0,group0,group1,99
968,0,1,6,0,5,1,group1,group1,group0,group3,group1,65
969,0,1,4,4,6,0,group0,group1,group1,group2,group1,64
970,0,1,5,2,0,0,group0,group0,group1,group2,group0,65
971,0,5,6,3,0,5,group1,group2,group1,group3,group1,44
972,0,3,6,6,6,1,group0,group2,group0,group0,group0,86
973,0,2,5,2,5,8,group1,group1,group0,group2,group0,13
974,0,7,5,6,4,7,group0,group3,group1,group2,group1,74
975,0,3,3,1,1,2,group0,group1,group1,group3,group0,34
976,0,6,6,5,4,6,group0,group2,group0,group3,group1,30
977,0,4,0,2,7,6,group0,group0,group1,group1,group1,61
978,0,5,7,0,6,6,group0,group3,group0,group1,group0,90
979,0,3,5,1,4,6,group0,group0,group0,group3,group1,76
980,0,2,2,6,5,0,group1,group1,group1,group3,group0,48
981,0,7,3,5,1,6,group0,group3,group0,group2,group1,66
982,0,5,4,5,2,0,group0,group2,group1,group2,group1,67
983,0,7,8,5,6,6,group0,group3,group0,group2,group0,44
984,0,7,4,2,6,0,group0,group3,group1,group3,group0,90
985,0,1,4,0,5,2,group0,group0,group1,group3,group0,19
986,0,2,3,5,5,0,group1,group2,group0,group1,group0,42
987,0,4,5,0,2,4,group1,group3,group1,group1,group1,39
988,0,4,0,3,7,3,group0,group0,group1,group3,group1,16
989,0,3,5,0,0,0,group0,group2,group1,group0,group1,15
990,0,4,1,0,6,0,group1,group0,group0,group1,group1,62
991,0,6,2,5,3,4,group0,group2,group0,group0,group0,86
992,0,3,2,1,5,8,group0,group1,group0,group2,group1,78
993,0,2,3,0,2,4,group1,group1,group1,group2,group0,39
994,0,6,4,0,0,6,group0,group2,group1,group0,group1,49
995,0,3,0,3,0,7,group1,group0,group0,group2,group1,32
996,0,4,2,3,0,5,group1,group0,group1,group0,group0,43
997,0,3,3,6,7,0,group1,group1,group1,group1,group0,65
998,0,2,3,1,3,0,group0,group0,group0,group0,group1,76
999,0,5,7,1,4,3,group0,group3,group1,group1,group1,27
